Amount,Time
10000.0,0.6279072761535645
20000.0,0.5701737403869629
30000.0,0.5734434127807617
40000.0,0.5360012054443359
50000.0,0.5741088390350342
60000.0,0.5564203262329102
70000.0,0.7879250049591064
80000.0,0.576256513595581
90000.0,0.5413341522216797
100000.0,0.8941588401794434
110000.0,1.0117435455322266
120000.0,1.0131206512451172
130000.0,1.0012962818145752
140000.0,1.0283114910125732
150000.0,0.9529767036437988
160000.0,2.0214669704437256
170000.0,1.0230350494384766
180000.0,1.9975144863128662
190000.0,1.0244648456573486
200000.0,1.95601487159729
210000.0,1.994598627090454
220000.0,1.008716344833374
230000.0,2.008577346801758
240000.0,1.9712517261505127
250000.0,1.9970707893371582
260000.0,3.0437207221984863
270000.0,1.9469153881072998
280000.0,2.032090663909912
290000.0,2.9923415184020996
300000.0,2.003965139389038
310000.0,2.9820854663848877
320000.0,3.0173051357269287
330000.0,1.9908080101013184
340000.0,3.0059280395507812
350000.0,3.019796133041382
360000.0,2.967372417449951
370000.0,1.988267183303833
380000.0,3.068178415298462
390000.0,3.964256763458252
400000.0,3.0232856273651123
410000.0,3.064666748046875
420000.0,2.912006139755249
430000.0,3.0250868797302246
440000.0,3.0085878372192383
450000.0,3.9847049713134766
460000.0,2.9936273097991943
470000.0,3.9669957160949707
480000.0,4.026187896728516
490000.0,3.9826414585113525
500000.0,4.038728475570679
510000.0,3.969616651535034
520000.0,3.9952173233032227
530000.0,4.017646789550781
540000.0,4.014134168624878
550000.0,4.98914647102356
560000.0,3.9894042015075684
570000.0,5.000438213348389
580000.0,6.0457611083984375
590000.0,4.978485822677612
600000.0,4.985873699188232
610000.0,4.978559494018555
620000.0,6.0316033363342285
630000.0,5.991190433502197
640000.0,5.996909856796265
650000.0,5.97072434425354
660000.0,6.028058290481567
670000.0,5.9997522830963135
680000.0,6.9922544956207275
690000.0,5.98792290687561
700000.0,6.013016223907471
710000.0,6.009002208709717
720000.0,5.996570348739624
730000.0,5.9872517585754395
740000.0,6.9885313510894775
750000.0,6.0550994873046875
760000.0,5.952635765075684
770000.0,6.9930970668792725
780000.0,6.013555526733398
790000.0,4.987721681594849
800000.0,6.984560489654541
810000.0,7.026630401611328
820000.0,7.044029474258423
830000.0,6.9407875537872314
840000.0,8.002020597457886
850000.0,6.030281066894531
860000.0,7.980327129364014
870000.0,6.968783140182495
880000.0,7.037315368652344
890000.0,7.985754013061523
900000.0,6.972848892211914
910000.0,8.030329704284668
920000.0,7.016758441925049
930000.0,7.993898153305054
940000.0,7.988496780395508
950000.0,8.012125730514526
960000.0,7.032565355300903
970000.0,7.966290235519409
980000.0,8.073052167892456
990000.0,7.950470685958862
1000000.0,8.013895988464355
1010000.0,7.972296476364136
1020000.0,8.001007795333862
1030000.0,8.971426963806152
1040000.0,7.994471549987793
1050000.0,8.018624305725098
1060000.0,8.024509191513062
1070000.0,9.030599117279053
1080000.0,8.943151473999023
1090000.0,10.02703595161438
1100000.0,9.974552392959595
1110000.0,10.004339694976807
1120000.0,7.984482526779175
1130000.0,9.011489868164062
1140000.0,11.021330118179321
1150000.0,8.991172790527344
1160000.0,8.980249881744385
1170000.0,9.007152318954468
1180000.0,8.974098920822144
1190000.0,10.018257141113281
1200000.0,9.000470161437988
1210000.0,10.03702998161316
1220000.0,9.98545789718628
1230000.0,9.996949672698975
1240000.0,8.952745199203491
1250000.0,10.028449058532715
1260000.0,11.014253616333008
1270000.0,9.987244606018066
1280000.0,10.032248735427856
1290000.0,11.98473834991455
1300000.0,11.017471313476562
1310000.0,9.995191097259521
1320000.0,10.984809160232544
1330000.0,11.99003791809082
1340000.0,10.032949686050415
1350000.0,10.989097356796265
1360000.0,11.971260070800781
1370000.0,12.00834584236145
1380000.0,12.000978708267212
1390000.0,12.000228643417358
1400000.0,10.969295740127563
1410000.0,11.010438680648804
1420000.0,12.038293838500977
1430000.0,11.963107347488403
1440000.0,12.035664319992065
1450000.0,12.98635482788086
1460000.0,12.01513934135437
1470000.0,11.957617044448853
1480000.0,13.050380945205688
1490000.0,11.959671258926392
1500000.0,13.064877986907959
1510000.0,12.970329523086548
1520000.0,11.96429705619812
1530000.0,14.024608612060547
1540000.0,11.988156080245972
1550000.0,13.01430368423462
1560000.0,11.993783712387085
1570000.0,12.977776050567627
1580000.0,14.041200876235962
1590000.0,14.008280754089355
1600000.0,12.987306118011475
1610000.0,14.949818134307861
1620000.0,13.059371948242188
1630000.0,12.963135719299316
1640000.0,12.991865158081055
1650000.0,15.031858444213867
1660000.0,12.968312740325928
1670000.0,14.011200189590454
1680000.0,14.0055410861969
1690000.0,14.002205848693848
1700000.0,13.999571323394775
1710000.0,14.024397850036621
1720000.0,14.962929725646973
1730000.0,14.010792970657349
1740000.0,13.997569561004639
1750000.0,15.016132831573486
1760000.0,14.002954959869385
1770000.0,12.96729564666748
1780000.0,15.015641212463379
1790000.0,15.01967167854309
1800000.0,14.978299379348755
1810000.0,15.006211280822754
1820000.0,16.017672061920166
1830000.0,14.992002964019775
1840000.0,16.004032611846924
1850000.0,15.005652904510498
1860000.0,15.990115880966187
1870000.0,14.994304180145264
1880000.0,15.999121189117432
1890000.0,14.997029304504395
1900000.0,16.019031286239624
1910000.0,14.967726707458496
1920000.0,16.00827145576477
1930000.0,16.010321140289307
1940000.0,14.97205138206482
1950000.0,16.021974563598633
1960000.0,16.004647970199585
1970000.0,16.00536346435547
1980000.0,14.968908548355103
1990000.0,16.023266553878784
2000000.0,15.98965573310852
